original_score,improvement,action_type,action_magnitude,baseline_value,is_critical,magnitude_x_baseline,original_sleep,original_stress,original_exercise,original_screen
86.01726,-20.01377,EXERCISE_INCREASE,3.0,2.0,1,6.0,4.5,10.0,2.0,1.9
86.01726,-18.528797,EXERCISE_INCREASE,4.0,2.0,1,8.0,4.5,10.0,2.0,1.9
86.01726,-4.43457,SCREEN_DECREASE,-1.0,1.9,0,1.9,4.5,10.0,2.0,1.9
86.01726,-4.701401,SCREEN_DECREASE,-2.0,1.9,0,3.8,4.5,10.0,2.0,1.9
86.01726,-4.4505863,SCREEN_DECREASE,-3.0,1.9,0,5.699999999999999,4.5,10.0,2.0,1.9
86.01726,-4.813438,SCREEN_DECREASE,-4.0,1.9,0,7.6,4.5,10.0,2.0,1.9
58.467228,2.4330406,SLEEP_INCREASE,0.5,8.3,0,4.15,8.3,10.0,0.0,2.8
58.467228,2.9677103,SLEEP_INCREASE,1.0,8.3,0,8.3,8.3,10.0,0.0,2.8
58.467228,3.1079206,SLEEP_INCREASE,1.5,8.3,0,12.450000000000001,8.3,10.0,0.0,2.8
58.467228,3.0325427,SLEEP_INCREASE,2.0,8.3,0,16.6,8.3,10.0,0.0,2.8
58.467228,2.9969923,SLEEP_INCREASE,2.5,8.3,0,20.75,8.3,10.0,0.0,2.8
58.467228,23.720612,STRESS_DECREASE,-1.0,10.0,1,10.0,8.3,10.0,0.0,2.8
58.467228,26.724949,STRESS_DECREASE,-2.0,10.0,1,20.0,8.3,10.0,0.0,2.8
58.467228,-6.379932,STRESS_DECREASE,-3.0,10.0,1,30.0,8.3,10.0,0.0,2.8
58.467228,9.4061985,STRESS_DECREASE,-4.0,10.0,1,40.0,8.3,10.0,0.0,2.8
58.467228,21.372726,EXERCISE_INCREASE,1.0,0.0,1,0.0,8.3,10.0,0.0,2.8
58.467228,20.983505,EXERCISE_INCREASE,2.0,0.0,1,0.0,8.3,10.0,0.0,2.8
58.467228,23.100582,EXERCISE_INCREASE,3.0,0.0,1,0.0,8.3,10.0,0.0,2.8
58.467228,24.92286,EXERCISE_INCREASE,4.0,0.0,1,0.0,8.3,10.0,0.0,2.8
58.467228,2.3635583,SCREEN_DECREASE,-1.0,2.8,0,2.8,8.3,10.0,0.0,2.8
58.467228,2.6581995,SCREEN_DECREASE,-2.0,2.8,0,5.6,8.3,10.0,0.0,2.8
58.467228,2.8545165,SCREEN_DECREASE,-3.0,2.8,0,8.399999999999999,8.3,10.0,0.0,2.8
58.467228,2.75508,SCREEN_DECREASE,-4.0,2.8,0,11.2,8.3,10.0,0.0,2.8
42.8061,65.31731,SLEEP_INCREASE,0.5,4.6,1,2.3,4.6,6.0,1.0,4.7
42.8061,68.006874,SLEEP_INCREASE,1.0,4.6,1,4.6,4.6,6.0,1.0,4.7
42.8061,61.800346,SLEEP_INCREASE,1.5,4.6,1,6.8999999999999995,4.6,6.0,1.0,4.7
42.8061,64.51339,SLEEP_INCREASE,2.0,4.6,1,9.2,4.6,6.0,1.0,4.7
42.8061,61.820538,SLEEP_INCREASE,2.5,4.6,1,11.5,4.6,6.0,1.0,4.7
42.8061,10.157408,STRESS_DECREASE,-1.0,6.0,0,6.0,4.6,6.0,1.0,4.7
42.8061,17.254524,STRESS_DECREASE,-2.0,6.0,0,12.0,4.6,6.0,1.0,4.7
42.8061,19.131859,STRESS_DECREASE,-3.0,6.0,0,18.0,4.6,6.0,1.0,4.7
42.8061,20.874332,STRESS_DECREASE,-4.0,6.0,0,24.0,4.6,6.0,1.0,4.7
42.8061,42.722733,EXERCISE_INCREASE,1.0,1.0,1,1.0,4.6,6.0,1.0,4.7
42.8061,46.22749,EXERCISE_INCREASE,2.0,1.0,1,2.0,4.6,6.0,1.0,4.7
42.8061,46.624336,EXERCISE_INCREASE,3.0,1.0,1,3.0,4.6,6.0,1.0,4.7
42.8061,48.587875,EXERCISE_INCREASE,4.0,1.0,1,4.0,4.6,6.0,1.0,4.7
42.8061,7.5585995,SCREEN_DECREASE,-1.0,4.7,0,4.7,4.6,6.0,1.0,4.7
42.8061,7.398243,SCREEN_DECREASE,-2.0,4.7,0,9.4,4.6,6.0,1.0,4.7
42.8061,7.7071524,SCREEN_DECREASE,-3.0,4.7,0,14.100000000000001,4.6,6.0,1.0,4.7
42.8061,7.6476398,SCREEN_DECREASE,-4.0,4.7,0,18.8,4.6,6.0,1.0,4.7
69.17311,-18.33628,SLEEP_INCREASE,0.5,4.9,1,2.45,4.9,6.0,1.0,11.4
69.17311,-14.341734,SLEEP_INCREASE,1.0,4.9,1,4.9,4.9,6.0,1.0,11.4
69.17311,-10.403941,SLEEP_INCREASE,1.5,4.9,1,7.3500000000000005,4.9,6.0,1.0,11.4
69.17311,-7.9976816,SLEEP_INCREASE,2.0,4.9,1,9.8,4.9,6.0,1.0,11.4
69.17311,-6.7139626,SLEEP_INCREASE,2.5,4.9,1,12.25,4.9,6.0,1.0,11.4
69.17311,-1.875164,STRESS_DECREASE,-1.0,6.0,0,6.0,4.9,6.0,1.0,11.4
69.17311,6.6405287,STRESS_DECREASE,-2.0,6.0,0,12.0,4.9,6.0,1.0,11.4
69.17311,11.438851,STRESS_DECREASE,-3.0,6.0,0,18.0,4.9,6.0,1.0,11.4
69.17311,11.974563,STRESS_DECREASE,-4.0,6.0,0,24.0,4.9,6.0,1.0,11.4
69.17311,-10.60326,EXERCISE_INCREASE,1.0,1.0,1,1.0,4.9,6.0,1.0,11.4
69.17311,-4.53048,EXERCISE_INCREASE,2.0,1.0,1,2.0,4.9,6.0,1.0,11.4
69.17311,-1.6924821,EXERCISE_INCREASE,3.0,1.0,1,3.0,4.9,6.0,1.0,11.4
69.17311,0.32282126,EXERCISE_INCREASE,4.0,1.0,1,4.0,4.9,6.0,1.0,11.4
69.17311,-12.475317,SCREEN_DECREASE,-1.0,11.4,1,11.4,4.9,6.0,1.0,11.4
69.17311,-11.486904,SCREEN_DECREASE,-2.0,11.4,1,22.8,4.9,6.0,1.0,11.4
69.17311,-10.077206,SCREEN_DECREASE,-3.0,11.4,1,34.2,4.9,6.0,1.0,11.4
69.17311,-4.9479003,SCREEN_DECREASE,-4.0,11.4,1,45.6,4.9,6.0,1.0,11.4
14.198842,274.63718,SLEEP_INCREASE,0.5,6.4,1,3.2,6.4,2.0,0.0,5.3
14.198842,289.97577,SLEEP_INCREASE,1.0,6.4,1,6.4,6.4,2.0,0.0,5.3
14.198842,287.83215,SLEEP_INCREASE,1.5,6.4,1,9.600000000000001,6.4,2.0,0.0,5.3
14.198842,261.05698,SLEEP_INCREASE,2.0,6.4,1,12.8,6.4,2.0,0.0,5.3
14.198842,288.422,SLEEP_INCREASE,2.5,6.4,1,16.0,6.4,2.0,0.0,5.3
14.198842,33.009598,STRESS_DECREASE,-1.0,2.0,0,2.0,6.4,2.0,0.0,5.3
14.198842,32.301514,STRESS_DECREASE,-2.0,2.0,0,4.0,6.4,2.0,0.0,5.3
14.198842,33.887455,STRESS_DECREASE,-3.0,2.0,0,6.0,6.4,2.0,0.0,5.3
14.198842,32.024494,STRESS_DECREASE,-4.0,2.0,0,8.0,6.4,2.0,0.0,5.3
14.198842,190.9434,EXERCISE_INCREASE,1.0,0.0,1,0.0,6.4,2.0,0.0,5.3
14.198842,204.17368,EXERCISE_INCREASE,2.0,0.0,1,0.0,6.4,2.0,0.0,5.3
14.198842,195.62857,EXERCISE_INCREASE,3.0,0.0,1,0.0,6.4,2.0,0.0,5.3
14.198842,204.392,EXERCISE_INCREASE,4.0,0.0,1,0.0,6.4,2.0,0.0,5.3
14.198842,33.207806,SCREEN_DECREASE,-1.0,5.3,0,5.3,6.4,2.0,0.0,5.3
14.198842,30.650475,SCREEN_DECREASE,-2.0,5.3,0,10.6,6.4,2.0,0.0,5.3
14.198842,33.98621,SCREEN_DECREASE,-3.0,5.3,0,15.899999999999999,6.4,2.0,0.0,5.3
14.198842,31.104124,SCREEN_DECREASE,-4.0,5.3,0,21.2,6.4,2.0,0.0,5.3
27.981165,233.18411,SLEEP_INCREASE,0.5,5.8,1,2.9,5.8,3.0,1.0,4.7
27.981165,234.01361,SLEEP_INCREASE,1.0,5.8,1,5.8,5.8,3.0,1.0,4.7
27.981165,213.23097,SLEEP_INCREASE,1.5,5.8,1,8.7,5.8,3.0,1.0,4.7
27.981165,220.70142,SLEEP_INCREASE,2.0,5.8,1,11.6,5.8,3.0,1.0,4.7
27.981165,240.04295,SLEEP_INCREASE,2.5,5.8,1,14.5,5.8,3.0,1.0,4.7
27.981165,25.990576,STRESS_DECREASE,-1.0,3.0,0,3.0,5.8,3.0,1.0,4.7
27.981165,27.306679,STRESS_DECREASE,-2.0,3.0,0,6.0,5.8,3.0,1.0,4.7
27.981165,28.030455,STRESS_DECREASE,-3.0,3.0,0,9.0,5.8,3.0,1.0,4.7
27.981165,25.126364,STRESS_DECREASE,-4.0,3.0,0,12.0,5.8,3.0,1.0,4.7
27.981165,172.50941,EXERCISE_INCREASE,1.0,1.0,1,1.0,5.8,3.0,1.0,4.7
27.981165,173.2095,EXERCISE_INCREASE,2.0,1.0,1,2.0,5.8,3.0,1.0,4.7
27.981165,166.99367,EXERCISE_INCREASE,3.0,1.0,1,3.0,5.8,3.0,1.0,4.7
27.981165,178.18349,EXERCISE_INCREASE,4.0,1.0,1,4.0,5.8,3.0,1.0,4.7
27.981165,25.961956,SCREEN_DECREASE,-1.0,4.7,0,4.7,5.8,3.0,1.0,4.7
27.981165,26.273659,SCREEN_DECREASE,-2.0,4.7,0,9.4,5.8,3.0,1.0,4.7
27.981165,28.567425,SCREEN_DECREASE,-3.0,4.7,0,14.100000000000001,5.8,3.0,1.0,4.7
27.981165,27.56437,SCREEN_DECREASE,-4.0,4.7,0,18.8,5.8,3.0,1.0,4.7
70.413826,6.253672,SLEEP_INCREASE,0.5,6.9,0,3.45,6.9,4.0,0.0,9.9
70.413826,6.853639,SLEEP_INCREASE,1.0,6.9,0,6.9,6.9,4.0,0.0,9.9
70.413826,6.462828,SLEEP_INCREASE,1.5,6.9,0,10.350000000000001,6.9,4.0,0.0,9.9
70.413826,5.810252,SLEEP_INCREASE,2.0,6.9,0,13.8,6.9,4.0,0.0,9.9
70.413826,4.6476054,SLEEP_INCREASE,2.5,6.9,0,17.25,6.9,4.0,0.0,9.9
70.413826,11.332103,STRESS_DECREASE,-1.0,4.0,0,4.0,6.9,4.0,0.0,9.9
70.413826,10.961544,STRESS_DECREASE,-2.0,4.0,0,8.0,6.9,4.0,0.0,9.9
70.413826,10.546302,STRESS_DECREASE,-3.0,4.0,0,12.0,6.9,4.0,0.0,9.9
70.413826,11.074421,STRESS_DECREASE,-4.0,4.0,0,16.0,6.9,4.0,0.0,9.9
70.413826,37.249416,EXERCISE_INCREASE,1.0,0.0,1,0.0,6.9,4.0,0.0,9.9
70.413826,41.388744,EXERCISE_INCREASE,2.0,0.0,1,0.0,6.9,4.0,0.0,9.9
70.413826,38.63342,EXERCISE_INCREASE,3.0,0.0,1,0.0,6.9,4.0,0.0,9.9
70.413826,40.71734,EXERCISE_INCREASE,4.0,0.0,1,0.0,6.9,4.0,0.0,9.9
70.413826,36.50377,SCREEN_DECREASE,-1.0,9.9,1,9.9,6.9,4.0,0.0,9.9
70.413826,35.626366,SCREEN_DECREASE,-2.0,9.9,1,19.8,6.9,4.0,0.0,9.9
70.413826,33.48586,SCREEN_DECREASE,-3.0,9.9,1,29.700000000000003,6.9,4.0,0.0,9.9
70.413826,35.169113,SCREEN_DECREASE,-4.0,9.9,1,39.6,6.9,4.0,0.0,9.9
59.224106,9.361757,SLEEP_INCREASE,0.5,9.8,0,4.9,9.8,2.0,1.0,9.3
59.224106,8.589059,SLEEP_INCREASE,1.0,9.8,0,9.8,9.8,2.0,1.0,9.3
59.224106,8.936494,SLEEP_INCREASE,1.5,9.8,0,14.700000000000001,9.8,2.0,1.0,9.3
59.224106,8.4392805,SLEEP_INCREASE,2.0,9.8,0,19.6,9.8,2.0,1.0,9.3
59.224106,8.557168,SLEEP_INCREASE,2.5,9.8,0,24.5,9.8,2.0,1.0,9.3
59.224106,9.213829,STRESS_DECREASE,-1.0,2.0,0,2.0,9.8,2.0,1.0,9.3
59.224106,8.973183,STRESS_DECREASE,-2.0,2.0,0,4.0,9.8,2.0,1.0,9.3
59.224106,8.849942,STRESS_DECREASE,-3.0,2.0,0,6.0,9.8,2.0,1.0,9.3
59.224106,9.002549,STRESS_DECREASE,-4.0,2.0,0,8.0,9.8,2.0,1.0,9.3
59.224106,57.985157,EXERCISE_INCREASE,1.0,1.0,1,1.0,9.8,2.0,1.0,9.3
59.224106,56.54319,EXERCISE_INCREASE,2.0,1.0,1,2.0,9.8,2.0,1.0,9.3
59.224106,56.04381,EXERCISE_INCREASE,3.0,1.0,1,3.0,9.8,2.0,1.0,9.3
59.224106,54.804333,EXERCISE_INCREASE,4.0,1.0,1,4.0,9.8,2.0,1.0,9.3
59.224106,48.4079,SCREEN_DECREASE,-1.0,9.3,1,9.3,9.8,2.0,1.0,9.3
59.224106,51.91419,SCREEN_DECREASE,-2.0,9.3,1,18.6,9.8,2.0,1.0,9.3
59.224106,51.461685,SCREEN_DECREASE,-3.0,9.3,1,27.900000000000002,9.8,2.0,1.0,9.3
59.224106,49.006153,SCREEN_DECREASE,-4.0,9.3,1,37.2,9.8,2.0,1.0,9.3
91.50948,-4.3182416,SLEEP_INCREASE,0.5,6.7,0,3.35,6.7,7.0,0.0,5.1
91.50948,-4.40917,SLEEP_INCREASE,1.0,6.7,0,6.7,6.7,7.0,0.0,5.1
91.50948,-4.267652,SLEEP_INCREASE,1.5,6.7,0,10.05,6.7,7.0,0.0,5.1
91.50948,-4.0938387,SLEEP_INCREASE,2.0,6.7,0,13.4,6.7,7.0,0.0,5.1
91.50948,-5.226091,SLEEP_INCREASE,2.5,6.7,0,16.75,6.7,7.0,0.0,5.1
91.50948,-27.747961,STRESS_DECREASE,-1.0,7.0,1,7.0,6.7,7.0,0.0,5.1
91.50948,-24.645765,STRESS_DECREASE,-2.0,7.0,1,14.0,6.7,7.0,0.0,5.1
91.50948,-12.963473,STRESS_DECREASE,-3.0,7.0,1,21.0,6.7,7.0,0.0,5.1
91.50948,23.328133,STRESS_DECREASE,-4.0,7.0,1,28.0,6.7,7.0,0.0,5.1
91.50948,-12.478632,EXERCISE_INCREASE,1.0,0.0,1,0.0,6.7,7.0,0.0,5.1
91.50948,-11.808573,EXERCISE_INCREASE,2.0,0.0,1,0.0,6.7,7.0,0.0,5.1
91.50948,-9.442356,EXERCISE_INCREASE,3.0,0.0,1,0.0,6.7,7.0,0.0,5.1
91.50948,-7.1817374,EXERCISE_INCREASE,4.0,0.0,1,0.0,6.7,7.0,0.0,5.1
91.50948,-3.4278264,SCREEN_DECREASE,-1.0,5.1,0,5.1,6.7,7.0,0.0,5.1
91.50948,-3.7645159,SCREEN_DECREASE,-2.0,5.1,0,10.2,6.7,7.0,0.0,5.1
91.50948,-3.6776724,SCREEN_DECREASE,-3.0,5.1,0,15.299999999999999,6.7,7.0,0.0,5.1
91.50948,-3.2651496,SCREEN_DECREASE,-4.0,5.1,0,20.4,6.7,7.0,0.0,5.1
85.919914,1.0427527,SLEEP_INCREASE,0.5,8.9,0,4.45,8.9,2.0,1.0,3.1
85.919914,-0.102501966,SLEEP_INCREASE,1.0,8.9,0,8.9,8.9,2.0,1.0,3.1
85.919914,-0.15343513,SLEEP_INCREASE,1.5,8.9,0,13.350000000000001,8.9,2.0,1.0,3.1
85.919914,-0.14899588,SLEEP_INCREASE,2.0,8.9,0,17.8,8.9,2.0,1.0,3.1
85.919914,-0.14461625,SLEEP_INCREASE,2.5,8.9,0,22.25,8.9,2.0,1.0,3.1
85.919914,4.1967363,STRESS_DECREASE,-1.0,2.0,0,2.0,8.9,2.0,1.0,3.1
85.919914,4.0440044,STRESS_DECREASE,-2.0,2.0,0,4.0,8.9,2.0,1.0,3.1
85.919914,4.3096437,STRESS_DECREASE,-3.0,2.0,0,6.0,8.9,2.0,1.0,3.1
85.919914,4.295723,STRESS_DECREASE,-4.0,2.0,0,8.0,8.9,2.0,1.0,3.1
85.919914,26.723385,EXERCISE_INCREASE,1.0,1.0,1,1.0,8.9,2.0,1.0,3.1
85.919914,26.721876,EXERCISE_INCREASE,2.0,1.0,1,2.0,8.9,2.0,1.0,3.1
85.919914,26.013437,EXERCISE_INCREASE,3.0,1.0,1,3.0,8.9,2.0,1.0,3.1
85.919914,26.601389,EXERCISE_INCREASE,4.0,1.0,1,4.0,8.9,2.0,1.0,3.1
85.919914,3.7627392,SCREEN_DECREASE,-1.0,3.1,0,3.1,8.9,2.0,1.0,3.1
85.919914,4.034512,SCREEN_DECREASE,-2.0,3.1,0,6.2,8.9,2.0,1.0,3.1
85.919914,4.2125826,SCREEN_DECREASE,-3.0,3.1,0,9.3,8.9,2.0,1.0,3.1
85.919914,3.929134,SCREEN_DECREASE,-4.0,3.1,0,12.4,8.9,2.0,1.0,3.1
77.488655,-2.8979738,SLEEP_INCREASE,0.5,6.8,0,3.4,6.8,5.0,2.0,10.6
77.488655,-2.829713,SLEEP_INCREASE,1.0,6.8,0,6.8,6.8,5.0,2.0,10.6
77.488655,-3.0837169,SLEEP_INCREASE,1.5,6.8,0,10.2,6.8,5.0,2.0,10.6
77.488655,-2.830679,SLEEP_INCREASE,2.0,6.8,0,13.6,6.8,5.0,2.0,10.6
77.488655,-3.1635115,SLEEP_INCREASE,2.5,6.8,0,17.0,6.8,5.0,2.0,10.6
77.488655,3.2734106,STRESS_DECREASE,-1.0,5.0,0,5.0,6.8,5.0,2.0,10.6
77.488655,7.8379183,STRESS_DECREASE,-2.0,5.0,0,10.0,6.8,5.0,2.0,10.6
77.488655,7.6073055,STRESS_DECREASE,-3.0,5.0,0,15.0,6.8,5.0,2.0,10.6
77.488655,7.4403343,STRESS_DECREASE,-4.0,5.0,0,20.0,6.8,5.0,2.0,10.6
77.488655,-19.21845,EXERCISE_INCREASE,1.0,2.0,1,2.0,6.8,5.0,2.0,10.6
77.488655,-19.368536,EXERCISE_INCREASE,2.0,2.0,1,4.0,6.8,5.0,2.0,10.6
77.488655,-17.439201,EXERCISE_INCREASE,3.0,2.0,1,6.0,6.8,5.0,2.0,10.6
77.488655,-16.663313,EXERCISE_INCREASE,4.0,2.0,1,8.0,6.8,5.0,2.0,10.6
77.488655,-16.087065,SCREEN_DECREASE,-1.0,10.6,1,10.6,6.8,5.0,2.0,10.6
77.488655,-17.01517,SCREEN_DECREASE,-2.0,10.6,1,21.2,6.8,5.0,2.0,10.6
77.488655,-15.524528,SCREEN_DECREASE,-3.0,10.6,1,31.799999999999997,6.8,5.0,2.0,10.6
77.488655,-17.061522,SCREEN_DECREASE,-4.0,10.6,1,42.4,6.8,5.0,2.0,10.6
99.91419,-0.58351284,SLEEP_INCREASE,0.5,7.9,0,3.95,7.9,2.0,1.0,1.6
99.91419,-1.2443424,SLEEP_INCREASE,1.0,7.9,0,7.9,7.9,2.0,1.0,1.6
99.91419,-4.093681,SLEEP_INCREASE,1.5,7.9,0,11.850000000000001,7.9,2.0,1.0,1.6
99.91419,-5.2250533,SLEEP_INCREASE,2.0,7.9,0,15.8,7.9,2.0,1.0,1.6
99.91419,-5.908933,SLEEP_INCREASE,2.5,7.9,0,19.75,7.9,2.0,1.0,1.6
99.91419,-0.28125983,STRESS_DECREASE,-1.0,2.0,0,2.0,7.9,2.0,1.0,1.6
99.91419,-0.3168039,STRESS_DECREASE,-2.0,2.0,0,4.0,7.9,2.0,1.0,1.6
99.91419,-0.27700013,STRESS_DECREASE,-3.0,2.0,0,6.0,7.9,2.0,1.0,1.6
99.91419,-0.30466744,STRESS_DECREASE,-4.0,2.0,0,8.0,7.9,2.0,1.0,1.6
99.91419,-1.8158094,EXERCISE_INCREASE,1.0,1.0,1,1.0,7.9,2.0,1.0,1.6
99.91419,-1.6805199,EXERCISE_INCREASE,2.0,1.0,1,2.0,7.9,2.0,1.0,1.6
99.91419,-1.4696784,EXERCISE_INCREASE,3.0,1.0,1,3.0,7.9,2.0,1.0,1.6
99.91419,-1.5076954,EXERCISE_INCREASE,4.0,1.0,1,4.0,7.9,2.0,1.0,1.6
99.91419,-0.2838015,SCREEN_DECREASE,-1.0,1.6,0,1.6,7.9,2.0,1.0,1.6
99.91419,-0.25814924,SCREEN_DECREASE,-2.0,1.6,0,3.2,7.9,2.0,1.0,1.6
99.91419,-0.27625462,SCREEN_DECREASE,-3.0,1.6,0,4.800000000000001,7.9,2.0,1.0,1.6
99.91419,-0.29006058,SCREEN_DECREASE,-4.0,1.6,0,6.4,7.9,2.0,1.0,1.6
64.80459,7.726547,SLEEP_INCREASE,0.5,8.4,0,4.2,8.4,4.0,1.0,1.7
64.80459,5.930746,SLEEP_INCREASE,1.0,8.4,0,8.4,8.4,4.0,1.0,1.7
64.80459,5.9928594,SLEEP_INCREASE,1.5,8.4,0,12.600000000000001,8.4,4.0,1.0,1.7
64.80459,5.999774,SLEEP_INCREASE,2.0,8.4,0,16.8,8.4,4.0,1.0,1.7
64.80459,5.51907,SLEEP_INCREASE,2.5,8.4,0,21.0,8.4,4.0,1.0,1.7
64.80459,10.813605,STRESS_DECREASE,-1.0,4.0,0,4.0,8.4,4.0,1.0,1.7
64.80459,11.464543,STRESS_DECREASE,-2.0,4.0,0,8.0,8.4,4.0,1.0,1.7
64.80459,11.84287,STRESS_DECREASE,-3.0,4.0,0,12.0,8.4,4.0,1.0,1.7
64.80459,12.019749,STRESS_DECREASE,-4.0,4.0,0,16.0,8.4,4.0,1.0,1.7
64.80459,48.515778,EXERCISE_INCREASE,1.0,1.0,1,1.0,8.4,4.0,1.0,1.7
64.80459,52.595825,EXERCISE_INCREASE,2.0,1.0,1,2.0,8.4,4.0,1.0,1.7
64.80459,50.874203,EXERCISE_INCREASE,3.0,1.0,1,3.0,8.4,4.0,1.0,1.7
64.80459,57.02192,EXERCISE_INCREASE,4.0,1.0,1,4.0,8.4,4.0,1.0,1.7
64.80459,7.9589586,SCREEN_DECREASE,-1.0,1.7,0,1.7,8.4,4.0,1.0,1.7
64.80459,8.482775,SCREEN_DECREASE,-2.0,1.7,0,3.4,8.4,4.0,1.0,1.7
64.80459,8.084823,SCREEN_DECREASE,-3.0,1.7,0,5.1,8.4,4.0,1.0,1.7
64.80459,8.689012,SCREEN_DECREASE,-4.0,1.7,0,6.8,8.4,4.0,1.0,1.7
45.34687,46.764523,SLEEP_INCREASE,0.5,4.8,1,2.4,4.8,8.0,0.0,5.7
45.34687,52.29686,SLEEP_INCREASE,1.0,4.8,1,4.8,4.8,8.0,0.0,5.7
45.34687,47.373848,SLEEP_INCREASE,1.5,4.8,1,7.199999999999999,4.8,8.0,0.0,5.7
45.34687,49.4852,SLEEP_INCREASE,2.0,4.8,1,9.6,4.8,8.0,0.0,5.7
45.34687,56.49058,SLEEP_INCREASE,2.5,4.8,1,12.0,4.8,8.0,0.0,5.7
45.34687,31.921883,STRESS_DECREASE,-1.0,8.0,1,8.0,4.8,8.0,0.0,5.7
45.34687,41.85457,STRESS_DECREASE,-2.0,8.0,1,16.0,4.8,8.0,0.0,5.7
45.34687,63.57431,STRESS_DECREASE,-3.0,8.0,1,24.0,4.8,8.0,0.0,5.7
45.34687,114.118866,STRESS_DECREASE,-4.0,8.0,1,32.0,4.8,8.0,0.0,5.7
45.34687,36.379932,EXERCISE_INCREASE,1.0,0.0,1,0.0,4.8,8.0,0.0,5.7
45.34687,40.36219,EXERCISE_INCREASE,2.0,0.0,1,0.0,4.8,8.0,0.0,5.7
45.34687,43.412262,EXERCISE_INCREASE,3.0,0.0,1,0.0,4.8,8.0,0.0,5.7
45.34687,44.661373,EXERCISE_INCREASE,4.0,0.0,1,0.0,4.8,8.0,0.0,5.7
45.34687,5.273427,SCREEN_DECREASE,-1.0,5.7,0,5.7,4.8,8.0,0.0,5.7
45.34687,6.1758404,SCREEN_DECREASE,-2.0,5.7,0,11.4,4.8,8.0,0.0,5.7
45.34687,6.3143015,SCREEN_DECREASE,-3.0,5.7,0,17.1,4.8,8.0,0.0,5.7
45.34687,6.63094,SCREEN_DECREASE,-4.0,5.7,0,22.8,4.8,8.0,0.0,5.7
76.14146,4.53713,SLEEP_INCREASE,0.5,8.8,0,4.4,8.8,3.0,1.0,9.1
76.14146,3.8194814,SLEEP_INCREASE,1.0,8.8,0,8.8,8.8,3.0,1.0,9.1
76.14146,3.7822227,SLEEP_INCREASE,1.5,8.8,0,13.200000000000001,8.8,3.0,1.0,9.1
76.14146,3.5301094,SLEEP_INCREASE,2.0,8.8,0,17.6,8.8,3.0,1.0,9.1
76.14146,3.882626,SLEEP_INCREASE,2.5,8.8,0,22.0,8.8,3.0,1.0,9.1
76.14146,8.097613,STRESS_DECREASE,-1.0,3.0,0,3.0,8.8,3.0,1.0,9.1
76.14146,8.416159,STRESS_DECREASE,-2.0,3.0,0,6.0,8.8,3.0,1.0,9.1
76.14146,7.5572567,STRESS_DECREASE,-3.0,3.0,0,9.0,8.8,3.0,1.0,9.1
76.14146,8.174733,STRESS_DECREASE,-4.0,3.0,0,12.0,8.8,3.0,1.0,9.1
76.14146,53.90049,EXERCISE_INCREASE,1.0,1.0,1,1.0,8.8,3.0,1.0,9.1
76.14146,48.735405,EXERCISE_INCREASE,2.0,1.0,1,2.0,8.8,3.0,1.0,9.1
76.14146,54.657566,EXERCISE_INCREASE,3.0,1.0,1,3.0,8.8,3.0,1.0,9.1
76.14146,46.888885,EXERCISE_INCREASE,4.0,1.0,1,4.0,8.8,3.0,1.0,9.1
76.14146,46.63093,SCREEN_DECREASE,-1.0,9.1,1,9.1,8.8,3.0,1.0,9.1
76.14146,40.92797,SCREEN_DECREASE,-2.0,9.1,1,18.2,8.8,3.0,1.0,9.1
76.14146,44.704536,SCREEN_DECREASE,-3.0,9.1,1,27.299999999999997,8.8,3.0,1.0,9.1
76.14146,44.773777,SCREEN_DECREASE,-4.0,9.1,1,36.4,8.8,3.0,1.0,9.1
22.249859,124.07922,SLEEP_INCREASE,0.5,4.6,1,2.3,4.6,6.0,1.0,10.0
22.249859,130.20787,SLEEP_INCREASE,1.0,4.6,1,4.6,4.6,6.0,1.0,10.0
22.249859,133.49355,SLEEP_INCREASE,1.5,4.6,1,6.8999999999999995,4.6,6.0,1.0,10.0
22.249859,133.02184,SLEEP_INCREASE,2.0,4.6,1,9.2,4.6,6.0,1.0,10.0
22.249859,121.59739,SLEEP_INCREASE,2.5,4.6,1,11.5,4.6,6.0,1.0,10.0
22.249859,18.829689,STRESS_DECREASE,-1.0,6.0,0,6.0,4.6,6.0,1.0,10.0
22.249859,25.285694,STRESS_DECREASE,-2.0,6.0,0,12.0,4.6,6.0,1.0,10.0
22.249859,28.40123,STRESS_DECREASE,-3.0,6.0,0,18.0,4.6,6.0,1.0,10.0
22.249859,28.769632,STRESS_DECREASE,-4.0,6.0,0,24.0,4.6,6.0,1.0,10.0
22.249859,86.771454,EXERCISE_INCREASE,1.0,1.0,1,1.0,4.6,6.0,1.0,10.0
22.249859,91.841774,EXERCISE_INCREASE,2.0,1.0,1,2.0,4.6,6.0,1.0,10.0
22.249859,96.01252,EXERCISE_INCREASE,3.0,1.0,1,3.0,4.6,6.0,1.0,10.0
22.249859,87.15355,EXERCISE_INCREASE,4.0,1.0,1,4.0,4.6,6.0,1.0,10.0
22.249859,83.9236,SCREEN_DECREASE,-1.0,10.0,1,10.0,4.6,6.0,1.0,10.0
22.249859,85.28436,SCREEN_DECREASE,-2.0,10.0,1,20.0,4.6,6.0,1.0,10.0
22.249859,87.34462,SCREEN_DECREASE,-3.0,10.0,1,30.0,4.6,6.0,1.0,10.0
22.249859,90.475174,SCREEN_DECREASE,-4.0,10.0,1,40.0,4.6,6.0,1.0,10.0
