original_score,modified_score,improvement,action_type,action_magnitude,action_description,original_sleep,original_stress,original_exercise,original_screen,modified_sleep,modified_stress,modified_exercise,modified_screen
24.286705,24.36845,0.08174515,STRESS_DECREASE,-5.0,Reduce stress by 5 points,6.6,5.0,0.0,10.1,6.6,1.0,0.0,10.1
24.286705,24.622173,0.3354683,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,6.6,5.0,0.0,10.1,6.6,5.0,1.0,10.1
24.286705,24.62609,0.33938408,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,6.6,5.0,0.0,10.1,6.6,5.0,2.0,10.1
24.286705,24.708994,0.4222889,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,6.6,5.0,0.0,10.1,6.6,5.0,3.0,10.1
24.286705,24.708994,0.4222889,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,6.6,5.0,0.0,10.1,6.6,5.0,4.0,10.1
24.286705,24.32225,0.03554535,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,6.6,5.0,0.0,10.1,6.6,5.0,0.0,9.1
24.286705,24.379286,0.092580795,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,6.6,5.0,0.0,10.1,6.6,5.0,0.0,8.1
24.286705,24.431244,0.14453888,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,6.6,5.0,0.0,10.1,6.6,5.0,0.0,7.1
24.286705,24.442705,0.15600014,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,6.6,5.0,0.0,10.1,6.6,5.0,0.0,6.1
24.286705,24.504732,0.21802711,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,6.6,5.0,0.0,10.1,6.6,5.0,0.0,10.1
24.286705,24.504732,0.21802711,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,6.6,5.0,0.0,10.1,6.6,5.0,0.0,10.1
24.286705,24.504732,0.21802711,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,6.6,5.0,0.0,10.1,6.6,5.0,0.0,10.1
24.286705,24.504732,0.21802711,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,6.6,5.0,0.0,10.1,6.6,5.0,0.0,10.1
71.79658,71.86411,0.0675354,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,8.6,4.0,0.0,8.2,9.1,4.0,0.0,8.2
71.79658,71.86752,0.07094574,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,8.6,4.0,0.0,8.2,9.6,4.0,0.0,8.2
71.79658,72.040565,0.24398804,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,8.6,4.0,0.0,8.2,10.0,4.0,0.0,8.2
71.79658,72.040565,0.24398804,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,8.6,4.0,0.0,8.2,10.0,4.0,0.0,8.2
71.79658,72.040565,0.24398804,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,8.6,4.0,0.0,8.2,10.0,4.0,0.0,8.2
71.79658,72.040565,0.24398804,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,8.6,4.0,0.0,8.2,10.0,4.0,0.0,8.2
71.79658,71.8198,0.023223877,STRESS_DECREASE,-1.0,Reduce stress by 1 points,8.6,4.0,0.0,8.2,8.6,3.0,0.0,8.2
71.79658,71.80593,0.009353638,STRESS_DECREASE,-2.0,Reduce stress by 2 points,8.6,4.0,0.0,8.2,8.6,2.0,0.0,8.2
71.79658,71.80185,0.0052719116,STRESS_DECREASE,-3.0,Reduce stress by 3 points,8.6,4.0,0.0,8.2,8.6,1.0,0.0,8.2
71.79658,71.80185,0.0052719116,STRESS_DECREASE,-4.0,Reduce stress by 4 points,8.6,4.0,0.0,8.2,8.6,1.0,0.0,8.2
71.79658,71.80185,0.0052719116,STRESS_DECREASE,-5.0,Reduce stress by 5 points,8.6,4.0,0.0,8.2,8.6,1.0,0.0,8.2
71.79658,73.288376,1.4917984,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,8.6,4.0,0.0,8.2,8.6,4.0,1.0,8.2
71.79658,73.56784,1.7712631,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,8.6,4.0,0.0,8.2,8.6,4.0,2.0,8.2
71.79658,73.57415,1.7775726,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,8.6,4.0,0.0,8.2,8.6,4.0,3.0,8.2
71.79658,73.57415,1.7775726,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,8.6,4.0,0.0,8.2,8.6,4.0,4.0,8.2
71.79658,72.04074,0.24416351,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,8.6,4.0,0.0,8.2,8.6,4.0,0.0,7.199999999999999
71.79658,72.07212,0.2755432,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,8.6,4.0,0.0,8.2,8.6,4.0,0.0,6.199999999999999
71.79658,72.25728,0.460701,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,8.6,4.0,0.0,8.2,8.6,4.0,0.0,5.199999999999999
71.79658,72.29002,0.49344635,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,8.6,4.0,0.0,8.2,8.6,4.0,0.0,4.199999999999999
71.79658,72.330414,0.53383636,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,8.6,4.0,0.0,8.2,8.6,4.0,0.0,8.2
71.79658,72.330414,0.53383636,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,8.6,4.0,0.0,8.2,8.6,4.0,0.0,8.2
71.79658,72.330414,0.53383636,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,8.6,4.0,0.0,8.2,8.6,4.0,0.0,8.2
71.79658,72.330414,0.53383636,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,8.6,4.0,0.0,8.2,8.6,4.0,0.0,8.2
82.17895,82.16985,-0.009094238,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,5.7,2.0,2.0,9.2,6.2,2.0,2.0,9.2
82.17895,82.22807,0.04912567,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,5.7,2.0,2.0,9.2,6.7,2.0,2.0,9.2
82.17895,82.21441,0.035461426,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,5.7,2.0,2.0,9.2,7.2,2.0,2.0,9.2
82.17895,82.21435,0.03540039,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,5.7,2.0,2.0,9.2,7.7,2.0,2.0,9.2
82.17895,82.192535,0.013587952,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,5.7,2.0,2.0,9.2,8.2,2.0,2.0,9.2
82.17895,82.20027,0.021324158,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,5.7,2.0,2.0,9.2,8.7,2.0,2.0,9.2
82.17895,82.16637,-0.012580872,STRESS_DECREASE,-1.0,Reduce stress by 1 points,5.7,2.0,2.0,9.2,5.7,1.0,2.0,9.2
82.17895,82.16637,-0.012580872,STRESS_DECREASE,-2.0,Reduce stress by 2 points,5.7,2.0,2.0,9.2,5.7,1.0,2.0,9.2
82.17895,82.16637,-0.012580872,STRESS_DECREASE,-3.0,Reduce stress by 3 points,5.7,2.0,2.0,9.2,5.7,1.0,2.0,9.2
82.17895,82.16637,-0.012580872,STRESS_DECREASE,-4.0,Reduce stress by 4 points,5.7,2.0,2.0,9.2,5.7,1.0,2.0,9.2
82.17895,82.16637,-0.012580872,STRESS_DECREASE,-5.0,Reduce stress by 5 points,5.7,2.0,2.0,9.2,5.7,1.0,2.0,9.2
82.17895,82.15978,-0.019165039,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,5.7,2.0,2.0,9.2,5.7,2.0,3.0,9.2
82.17895,82.160835,-0.018112183,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,5.7,2.0,2.0,9.2,5.7,2.0,4.0,9.2
82.17895,82.160835,-0.018112183,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,5.7,2.0,2.0,9.2,5.7,2.0,5.0,9.2
82.17895,82.160835,-0.018112183,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,5.7,2.0,2.0,9.2,5.7,2.0,6.0,9.2
82.17895,82.18532,0.0063705444,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,5.7,2.0,2.0,9.2,5.7,2.0,2.0,8.2
82.17895,82.20914,0.030189514,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,5.7,2.0,2.0,9.2,5.7,2.0,2.0,7.199999999999999
82.17895,82.352486,0.17353821,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,5.7,2.0,2.0,9.2,5.7,2.0,2.0,6.199999999999999
82.17895,82.35386,0.1749115,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,5.7,2.0,2.0,9.2,5.7,2.0,2.0,5.199999999999999
82.17895,82.31673,0.13777924,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,5.7,2.0,2.0,9.2,5.7,2.0,2.0,9.2
82.17895,82.31673,0.13777924,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,5.7,2.0,2.0,9.2,5.7,2.0,2.0,9.2
82.17895,82.31673,0.13777924,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,5.7,2.0,2.0,9.2,5.7,2.0,2.0,9.2
82.17895,82.31673,0.13777924,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,5.7,2.0,2.0,9.2,5.7,2.0,2.0,9.2
86.06208,86.07768,0.015602112,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,5.3,6.0,1.0,7.3,5.8,6.0,1.0,7.3
86.06208,86.04751,-0.014572144,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,5.3,6.0,1.0,7.3,6.3,6.0,1.0,7.3
86.06208,86.07204,0.00995636,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,5.3,6.0,1.0,7.3,6.8,6.0,1.0,7.3
86.06208,86.16705,0.10497284,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,5.3,6.0,1.0,7.3,7.3,6.0,1.0,7.3
86.06208,86.15159,0.08950806,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,5.3,6.0,1.0,7.3,7.8,6.0,1.0,7.3
86.06208,86.07346,0.011383057,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,5.3,6.0,1.0,7.3,8.3,6.0,1.0,7.3
86.06208,86.15044,0.08835602,STRESS_DECREASE,-1.0,Reduce stress by 1 points,5.3,6.0,1.0,7.3,5.3,5.0,1.0,7.3
86.06208,86.14395,0.08187103,STRESS_DECREASE,-2.0,Reduce stress by 2 points,5.3,6.0,1.0,7.3,5.3,4.0,1.0,7.3
86.06208,86.14849,0.08641052,STRESS_DECREASE,-3.0,Reduce stress by 3 points,5.3,6.0,1.0,7.3,5.3,3.0,1.0,7.3
86.06208,86.15309,0.09101105,STRESS_DECREASE,-4.0,Reduce stress by 4 points,5.3,6.0,1.0,7.3,5.3,2.0,1.0,7.3
86.06208,86.19349,0.13140869,STRESS_DECREASE,-5.0,Reduce stress by 5 points,5.3,6.0,1.0,7.3,5.3,1.0,1.0,7.3
86.06208,85.97937,-0.082710266,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,5.3,6.0,1.0,7.3,5.3,6.0,2.0,7.3
86.06208,85.948265,-0.11381531,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,5.3,6.0,1.0,7.3,5.3,6.0,3.0,7.3
86.06208,85.97963,-0.08245087,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,5.3,6.0,1.0,7.3,5.3,6.0,4.0,7.3
86.06208,85.97963,-0.08245087,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,5.3,6.0,1.0,7.3,5.3,6.0,5.0,7.3
86.06208,86.08078,0.018699646,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,5.3,6.0,1.0,7.3,5.3,6.0,1.0,6.3
86.06208,86.07591,0.013832092,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,5.3,6.0,1.0,7.3,5.3,6.0,1.0,5.3
86.06208,86.14942,0.08734131,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,5.3,6.0,1.0,7.3,5.3,6.0,1.0,4.3
86.06208,86.19126,0.12918091,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,5.3,6.0,1.0,7.3,5.3,6.0,1.0,3.3
86.06208,86.19524,0.13315582,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,5.3,6.0,1.0,7.3,5.3,6.0,1.0,7.3
86.06208,86.19524,0.13315582,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,5.3,6.0,1.0,7.3,5.3,6.0,1.0,7.3
86.06208,86.19524,0.13315582,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,5.3,6.0,1.0,7.3,5.3,6.0,1.0,7.3
86.06208,86.19524,0.13315582,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,5.3,6.0,1.0,7.3,5.3,6.0,1.0,7.3
84.500244,84.499695,-0.0005493164,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,6.4,3.0,0.0,2.3,6.9,3.0,0.0,2.3
84.500244,84.49351,-0.0067367554,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,6.4,3.0,0.0,2.3,7.4,3.0,0.0,2.3
84.500244,84.49351,-0.0067367554,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,6.4,3.0,0.0,2.3,7.9,3.0,0.0,2.3
84.500244,84.49582,-0.004425049,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,6.4,3.0,0.0,2.3,8.4,3.0,0.0,2.3
84.500244,84.49512,-0.005126953,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,6.4,3.0,0.0,2.3,8.9,3.0,0.0,2.3
84.500244,84.49774,-0.0025024414,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,6.4,3.0,0.0,2.3,9.4,3.0,0.0,2.3
84.500244,84.52111,0.020866394,STRESS_DECREASE,-1.0,Reduce stress by 1 points,6.4,3.0,0.0,2.3,6.4,2.0,0.0,2.3
84.500244,84.52111,0.020866394,STRESS_DECREASE,-2.0,Reduce stress by 2 points,6.4,3.0,0.0,2.3,6.4,1.0,0.0,2.3
84.500244,84.52111,0.020866394,STRESS_DECREASE,-3.0,Reduce stress by 3 points,6.4,3.0,0.0,2.3,6.4,1.0,0.0,2.3
84.500244,84.52111,0.020866394,STRESS_DECREASE,-4.0,Reduce stress by 4 points,6.4,3.0,0.0,2.3,6.4,1.0,0.0,2.3
84.500244,84.52111,0.020866394,STRESS_DECREASE,-5.0,Reduce stress by 5 points,6.4,3.0,0.0,2.3,6.4,1.0,0.0,2.3
84.500244,84.76001,0.25976562,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,6.4,3.0,0.0,2.3,6.4,3.0,1.0,2.3
84.500244,84.71493,0.21468353,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,6.4,3.0,0.0,2.3,6.4,3.0,2.0,2.3
84.500244,84.72282,0.22257233,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,6.4,3.0,0.0,2.3,6.4,3.0,3.0,2.3
84.500244,84.72359,0.2233429,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,6.4,3.0,0.0,2.3,6.4,3.0,4.0,2.3
84.500244,84.53733,0.037086487,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,6.4,3.0,0.0,2.3,6.4,3.0,0.0,1.2999999999999998
84.500244,84.58406,0.08381653,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,6.4,3.0,0.0,2.3,6.4,3.0,0.0,1.0
84.500244,84.58406,0.08381653,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,6.4,3.0,0.0,2.3,6.4,3.0,0.0,1.0
84.500244,84.58406,0.08381653,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,6.4,3.0,0.0,2.3,6.4,3.0,0.0,1.0
84.500244,84.68066,0.18041229,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,6.4,3.0,0.0,2.3,6.4,3.0,0.0,2.3
84.500244,84.68066,0.18041229,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,6.4,3.0,0.0,2.3,6.4,3.0,0.0,2.3
84.500244,84.68066,0.18041229,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,6.4,3.0,0.0,2.3,6.4,3.0,0.0,2.3
84.500244,84.68066,0.18041229,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,6.4,3.0,0.0,2.3,6.4,3.0,0.0,2.3
21.37774,22.012016,0.63427544,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,9.0,9.0,0.0,11.7,9.5,9.0,0.0,11.7
21.37774,22.617071,1.2393303,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,9.0,9.0,0.0,11.7,10.0,9.0,0.0,11.7
21.37774,22.617071,1.2393303,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,9.0,9.0,0.0,11.7,10.0,9.0,0.0,11.7
21.37774,22.617071,1.2393303,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,9.0,9.0,0.0,11.7,10.0,9.0,0.0,11.7
21.37774,22.617071,1.2393303,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,9.0,9.0,0.0,11.7,10.0,9.0,0.0,11.7
21.37774,22.617071,1.2393303,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,9.0,9.0,0.0,11.7,10.0,9.0,0.0,11.7
21.37774,20.598259,-0.7794819,STRESS_DECREASE,-1.0,Reduce stress by 1 points,9.0,9.0,0.0,11.7,9.0,8.0,0.0,11.7
21.37774,18.1822,-3.1955414,STRESS_DECREASE,-2.0,Reduce stress by 2 points,9.0,9.0,0.0,11.7,9.0,7.0,0.0,11.7
21.37774,18.181162,-3.196579,STRESS_DECREASE,-3.0,Reduce stress by 3 points,9.0,9.0,0.0,11.7,9.0,6.0,0.0,11.7
21.37774,18.193739,-3.184002,STRESS_DECREASE,-4.0,Reduce stress by 4 points,9.0,9.0,0.0,11.7,9.0,5.0,0.0,11.7
21.37774,18.195812,-3.1819286,STRESS_DECREASE,-5.0,Reduce stress by 5 points,9.0,9.0,0.0,11.7,9.0,4.0,0.0,11.7
21.37774,21.40572,0.027978897,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,9.0,9.0,0.0,11.7,9.0,9.0,1.0,11.7
21.37774,21.399508,0.021766663,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,9.0,9.0,0.0,11.7,9.0,9.0,2.0,11.7
21.37774,21.409124,0.031383514,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,9.0,9.0,0.0,11.7,9.0,9.0,3.0,11.7
21.37774,21.409124,0.031383514,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,9.0,9.0,0.0,11.7,9.0,9.0,4.0,11.7
21.37774,21.372505,-0.005235672,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,9.0,9.0,0.0,11.7,9.0,9.0,0.0,10.7
21.37774,21.37816,0.0004196167,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,9.0,9.0,0.0,11.7,9.0,9.0,0.0,9.7
21.37774,21.357018,-0.020723343,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,9.0,9.0,0.0,11.7,9.0,9.0,0.0,8.7
21.37774,21.348028,-0.029712677,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,9.0,9.0,0.0,11.7,9.0,9.0,0.0,7.699999999999999
21.37774,21.491215,0.11347389,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,9.0,9.0,0.0,11.7,9.0,9.0,0.0,11.7
21.37774,21.491215,0.11347389,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,9.0,9.0,0.0,11.7,9.0,9.0,0.0,11.7
21.37774,21.491215,0.11347389,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,9.0,9.0,0.0,11.7,9.0,9.0,0.0,11.7
21.37774,21.491215,0.11347389,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,9.0,9.0,0.0,11.7,9.0,9.0,0.0,11.7
68.87228,69.35871,0.48643494,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,4.7,2.0,1.0,10.9,5.2,2.0,1.0,10.9
68.87228,69.97257,1.100296,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,4.7,2.0,1.0,10.9,5.7,2.0,1.0,10.9
68.87228,69.92008,1.0478058,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,4.7,2.0,1.0,10.9,6.2,2.0,1.0,10.9
68.87228,69.79244,0.920166,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,4.7,2.0,1.0,10.9,6.7,2.0,1.0,10.9
68.87228,69.87607,1.0037918,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,4.7,2.0,1.0,10.9,7.2,2.0,1.0,10.9
68.87228,69.871475,0.9991989,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,4.7,2.0,1.0,10.9,7.7,2.0,1.0,10.9
68.87228,69.05322,0.18094635,STRESS_DECREASE,-1.0,Reduce stress by 1 points,4.7,2.0,1.0,10.9,4.7,1.0,1.0,10.9
68.87228,69.05322,0.18094635,STRESS_DECREASE,-2.0,Reduce stress by 2 points,4.7,2.0,1.0,10.9,4.7,1.0,1.0,10.9
68.87228,69.05322,0.18094635,STRESS_DECREASE,-3.0,Reduce stress by 3 points,4.7,2.0,1.0,10.9,4.7,1.0,1.0,10.9
68.87228,69.05322,0.18094635,STRESS_DECREASE,-4.0,Reduce stress by 4 points,4.7,2.0,1.0,10.9,4.7,1.0,1.0,10.9
68.87228,69.05322,0.18094635,STRESS_DECREASE,-5.0,Reduce stress by 5 points,4.7,2.0,1.0,10.9,4.7,1.0,1.0,10.9
68.87228,69.22605,0.35377502,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,4.7,2.0,1.0,10.9,4.7,2.0,2.0,10.9
68.87228,69.21289,0.34061432,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,4.7,2.0,1.0,10.9,4.7,2.0,3.0,10.9
68.87228,69.362724,0.490448,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,4.7,2.0,1.0,10.9,4.7,2.0,4.0,10.9
68.87228,69.37969,0.5074158,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,4.7,2.0,1.0,10.9,4.7,2.0,5.0,10.9
68.87228,69.07303,0.20075226,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,4.7,2.0,1.0,10.9,4.7,2.0,1.0,9.9
68.87228,69.292816,0.42053986,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,4.7,2.0,1.0,10.9,4.7,2.0,1.0,8.9
68.87228,69.38436,0.51208496,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,4.7,2.0,1.0,10.9,4.7,2.0,1.0,7.9
68.87228,69.46629,0.594017,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,4.7,2.0,1.0,10.9,4.7,2.0,1.0,6.9
68.87228,69.49262,0.62034607,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,4.7,2.0,1.0,10.9,4.7,2.0,1.0,10.9
68.87228,69.49262,0.62034607,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,4.7,2.0,1.0,10.9,4.7,2.0,1.0,10.9
68.87228,69.49262,0.62034607,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,4.7,2.0,1.0,10.9,4.7,2.0,1.0,10.9
68.87228,69.49262,0.62034607,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,4.7,2.0,1.0,10.9,4.7,2.0,1.0,10.9
58.978874,59.796524,0.81764984,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,7.9,3.0,0.0,1.5,8.4,3.0,0.0,1.5
58.978874,60.97729,1.9984169,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,7.9,3.0,0.0,1.5,8.9,3.0,0.0,1.5
58.978874,61.99652,3.0176468,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,7.9,3.0,0.0,1.5,9.4,3.0,0.0,1.5
58.978874,62.682224,3.70335,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,7.9,3.0,0.0,1.5,9.9,3.0,0.0,1.5
58.978874,62.767002,3.788128,SLEEP_INCREASE,2.5,Increase sleep by 2.5h,7.9,3.0,0.0,1.5,10.0,3.0,0.0,1.5
58.978874,62.767002,3.788128,SLEEP_INCREASE,3.0,Increase sleep by 3.0h,7.9,3.0,0.0,1.5,10.0,3.0,0.0,1.5
58.978874,58.978874,0.0,STRESS_DECREASE,-1.0,Reduce stress by 1 points,7.9,3.0,0.0,1.5,7.9,2.0,0.0,1.5
58.978874,58.969944,-0.008930206,STRESS_DECREASE,-2.0,Reduce stress by 2 points,7.9,3.0,0.0,1.5,7.9,1.0,0.0,1.5
58.978874,58.969944,-0.008930206,STRESS_DECREASE,-3.0,Reduce stress by 3 points,7.9,3.0,0.0,1.5,7.9,1.0,0.0,1.5
58.978874,58.969944,-0.008930206,STRESS_DECREASE,-4.0,Reduce stress by 4 points,7.9,3.0,0.0,1.5,7.9,1.0,0.0,1.5
58.978874,58.969944,-0.008930206,STRESS_DECREASE,-5.0,Reduce stress by 5 points,7.9,3.0,0.0,1.5,7.9,1.0,0.0,1.5
58.978874,59.085213,0.1063385,EXERCISE_INCREASE,1.0,Add 1 workout sessions/week,7.9,3.0,0.0,1.5,7.9,3.0,1.0,1.5
58.978874,59.0141,0.035224915,EXERCISE_INCREASE,2.0,Add 2 workout sessions/week,7.9,3.0,0.0,1.5,7.9,3.0,2.0,1.5
58.978874,59.89418,0.9153061,EXERCISE_INCREASE,3.0,Add 3 workout sessions/week,7.9,3.0,0.0,1.5,7.9,3.0,3.0,1.5
58.978874,59.89418,0.9153061,EXERCISE_INCREASE,4.0,Add 4 workout sessions/week,7.9,3.0,0.0,1.5,7.9,3.0,4.0,1.5
58.978874,58.997353,0.018478394,SCREEN_DECREASE,-1.0,Reduce screen time by 1h,7.9,3.0,0.0,1.5,7.9,3.0,0.0,1.0
58.978874,58.997353,0.018478394,SCREEN_DECREASE,-2.0,Reduce screen time by 2h,7.9,3.0,0.0,1.5,7.9,3.0,0.0,1.0
58.978874,58.997353,0.018478394,SCREEN_DECREASE,-3.0,Reduce screen time by 3h,7.9,3.0,0.0,1.5,7.9,3.0,0.0,1.0
58.978874,58.997353,0.018478394,SCREEN_DECREASE,-4.0,Reduce screen time by 4h,7.9,3.0,0.0,1.5,7.9,3.0,0.0,1.0
58.978874,58.99927,0.020397186,CAFFEINE_ADJUST,-2.0,Adjust caffeine by 2 cups,7.9,3.0,0.0,1.5,7.9,3.0,0.0,1.5
58.978874,58.99927,0.020397186,CAFFEINE_ADJUST,-1.0,Adjust caffeine by 1 cups,7.9,3.0,0.0,1.5,7.9,3.0,0.0,1.5
58.978874,58.99927,0.020397186,CAFFEINE_ADJUST,0.0,Adjust caffeine by 0 cups,7.9,3.0,0.0,1.5,7.9,3.0,0.0,1.5
58.978874,58.99927,0.020397186,CAFFEINE_ADJUST,1.0,Adjust caffeine by 1 cups,7.9,3.0,0.0,1.5,7.9,3.0,0.0,1.5
27.584515,28.765085,1.1805706,SLEEP_INCREASE,0.5,Increase sleep by 0.5h,6.6,3.0,0.0,7.5,7.1,3.0,0.0,7.5
27.584515,29.70858,2.1240654,SLEEP_INCREASE,1.0,Increase sleep by 1.0h,6.6,3.0,0.0,7.5,7.6,3.0,0.0,7.5
27.584515,31.362247,3.7777328,SLEEP_INCREASE,1.5,Increase sleep by 1.5h,6.6,3.0,0.0,7.5,8.1,3.0,0.0,7.5
27.584515,32.36485,4.7803345,SLEEP_INCREASE,2.0,Increase sleep by 2.0h,6.6,3.0,0.0,7.5,8.6,3.0,0.0,7.5
